   730400.0000         0.4850         9.4239
   730400.1250         0.5169         9.2587
   730400.2500         0.5292         9.0985
   730400.3750         0.6132        12.6592
   730400.5000         0.7288        12.1911
   730400.6250         0.8256        11.4991
   730400.7500         0.8764        11.1114
   730400.8750         0.8745        10.6398
   730401.0000         0.8709        10.3144
   730401.1250         0.8390        10.1012
   730401.2500         0.7746         9.8085
   730401.3750         0.7111         9.4302
   730401.5000         0.6823         9.3516
   730401.6250         0.6951         9.1671
   730401.7500         0.7725        14.2902
   730401.8750         0.8447        13.6957
   730402.0000         0.9312        13.1564
   730402.1250         1.0431        12.6562
   730402.2500         1.1531        12.1934
   730402.3750         1.2731        11.9051
   730402.5000         1.3711        11.9034
   730402.6250         1.4125        11.4945
   730402.7500         1.4142        11.1091
   730402.8750         1.4300        11.1093
   730403.0000         1.4795        11.1126
   730403.1250         1.5263        10.9880
   730403.2500         1.5461        10.9890
   730403.3750         1.5600        11.1125
   730403.5000         1.5794        11.1104
   730403.6250         1.5895        11.1125
   730403.7500         1.5970        11.1102
   730403.8750         1.5950        11.1101
   730404.0000         1.5579        10.9899
   730404.1250         1.4951        10.7533
   730404.2500         1.4322        10.6387
   730404.3750         1.3931        10.6401
   730404.5000         1.3735        10.7545
   730404.6250         1.3833        11.4967
   730404.7500         1.4244        11.9054
   730404.8750         1.4653        11.4928
   730405.0000         1.5305        11.2371
   730405.1250         1.6738        13.8893
   730405.2500         1.8719        13.8875
   730405.3750         1.9880        14.0846
   730405.5000         2.0116        14.0848
   730405.6250         2.0076        13.6984
   730405.7500         1.9900        13.8893
   730405.8750         1.9154        13.6993
   730406.0000         1.8053        13.5139
   730406.1250         1.6657        13.1562
   730406.2500         1.5263        12.6572
   730406.3750         1.3948        12.5000
   730406.5000         1.2535        12.1957
   730406.6250         1.1412        12.0459
   730406.7500         1.0454        11.6292
   730406.8750         0.9533        11.3684
   730407.0000         0.8681        11.1064
   730407.1250         0.8198        10.9943
   730407.2500         0.8295        10.7557
   730407.3750         0.8644        10.4148
   730407.5000         0.9625        12.6551
   730407.6250         1.0392        12.3445
   730407.7500         1.0315        12.1953
   730407.8750         0.9960        11.3620
   730408.0000         0.9491        11.2371
   730408.1250         0.9156        11.1116
   730408.2500         0.8980        10.9895
   730408.3750         0.8818        10.1991
   730408.5000         0.8466        10.0985
   730408.6250         0.7767        10.1072
   730408.7500         0.7020        10.1080
   730408.8750         0.6585        10.0025
   730409.0000         0.6350         9.6183
   730409.1250         0.6132        12.4998
   730409.2500         0.6425        12.4980
   730409.3750         0.7077        13.3377
   730409.5000         0.7288        13.5104
   730409.6250         0.7310        12.1960
   730409.7500         0.8040        12.3501
   730409.8750         0.9077        12.1950
   730410.0000         0.9749        11.6324
   730410.1250         1.1593        11.1128
   730410.2500         1.4221        10.8679
   730410.3750         1.7641        10.7528
   730410.5000         1.8504        11.2354
   730410.6250         1.8252        11.2373
   730410.7500         1.7682        11.2371
   730410.8750         1.6719        11.1121
   730411.0000         1.5579        10.9899
   730411.1250         1.4555        10.5245
   730411.2500         1.4108        10.4185
   730411.3750         1.3494        10.4142
   730411.5000         1.3303        10.4187
   730411.6250         1.5126        10.3088
   730411.7500         2.0294        10.1019
   730411.8750         2.2275        16.6657
   730412.0000         2.1883        16.3935
   730412.1250         2.1275        15.8738
   730412.2500         2.1626        15.1506
   730412.3750         2.2354        15.1508
   730412.5000         2.3159        15.6247
   730412.6250         2.4143        16.1301
   730412.7500         2.4338        15.3845
   730412.8750         2.3983        15.1507
   730413.0000         2.3317        14.9255
   730413.1250         2.2825        14.7052
   730413.2500         2.3121        14.2862
   730413.3750         2.1924        13.8895
   730413.5000         2.0431        13.8904
   730413.6250         2.0568        13.6994
   730413.7500         1.9584        13.6979
   730413.8750         1.8326        13.3318
   730414.0000         1.8603        13.1579
   730414.1250         2.0980        13.5137
   730414.2500         2.6536        13.5126
   730414.3750         2.9503        12.9869
   730414.5000         2.5124        12.6584
   730414.6250         2.1570        12.3465
   730414.7500         1.9112        12.1943
   730414.8750         1.8287        12.0470
   730415.0000         2.1234        22.2215
   730415.1250         2.8108        20.4083
   730415.2500         3.5395        19.6076
   730415.3750         4.4114        18.5180
   730415.5000         5.0381        18.5189
   730415.6250         5.4368        18.5188
   730415.7500         5.6547        18.5187
   730415.8750         5.8805        18.5185
   730416.0000         6.0181        18.1818
   730416.1250         6.0200        17.8569
   730416.2500         6.0849        17.5439
   730416.3750         6.0730        16.9492
   730416.5000         6.0456        16.6666
   730416.6250         5.8374        16.3934
   730416.7500         5.5506        16.1292
   730416.8750         5.2835        15.6248
   730417.0000         4.9713        15.3848
   730417.1250         4.6217        15.1517
   730417.2500         4.6374        14.9255
   730417.3750         4.7415        14.4927
   730417.5000         4.4154        13.8889
   730417.6250         4.0560        13.6987
   730417.7500         3.8302        13.5135
   730417.8750         3.7064        13.3331
   730418.0000         3.5180        12.6584
   730418.1250         3.5433        12.3454
   730418.2500         3.8302        12.1951
   730418.3750         3.8124        12.0478
   730418.5000         3.5512        12.0480
   730418.6250         3.3157        12.1954
   730418.7500         3.2646        12.5003
   730418.8750         3.3804        13.8889
   730419.0000         3.5041        13.5131
   730419.1250         3.5512        13.3331
   730419.2500         3.4687        12.9868
   730419.3750         3.2685        13.3335
   730419.5000         3.0072        13.1576
   730419.6250         2.8148        12.9872
   730419.7500         2.6557        12.9869
   730419.8750         2.4534        12.6583
   730420.0000         2.2257        12.3459
   730420.1250         1.9900        12.1953
   730420.2500         1.7758        11.7646
   730420.3750         1.6149        11.3644
   730420.5000         1.4478        11.2349
   730420.6250         1.3005        10.9883
   730420.7500         1.1906        10.5267
   730420.8750         1.1179        10.3087
   730421.0000         1.0666        10.2017
   730421.1250         0.9984        10.0030
   730421.2500         0.9355         9.5265
   730421.3750         0.9139         9.4366
   730421.5000         0.8607         9.3465
   730421.6250         0.8863         9.1759
   730421.7500         1.0628        13.6976
   730421.8750         1.3770        13.5115
   730422.0000         1.6268        12.8218
   730422.1250         1.8190        12.6579
   730422.2500         1.9976        16.1274
   730422.3750         2.1354        16.1305
   730422.5000         2.2726        15.1508
   730422.6250         2.4043        15.1513
   730422.7500         2.5124        14.9258
   730422.8750         2.5497        15.1517
   730423.0000         2.5849        15.8720
   730423.1250         2.5497        14.7060
   730423.2500         2.5456        14.7048
   730423.3750         2.4416        14.4927
   730423.5000         2.2747        14.2860
   730423.6250         1.9387        13.6975
   730423.7500         1.7758        13.5135
   730423.8750         1.8838        13.3332
   730424.0000         2.6202        13.3329
   730424.1250         3.5433        12.8200
   730424.2500         4.5941        17.8568
   730424.3750         5.4092        17.2413
   730424.5000         5.3149        16.6666
   730424.6250         4.8751        16.3935
   730424.7500         4.3998        15.6255
   730424.8750         4.0090        15.1518
   730425.0000         3.6887        14.9251
   730425.1250         3.3863        14.7060
   730425.2500         3.1565        14.0843
   730425.3750         2.9484        13.6985
   730425.5000         2.7344        13.5139
   730425.6250         2.4690        13.1571
   730425.7500         2.2195        12.9862
   730425.8750         2.2354        12.8203
   730426.0000         2.7185        12.3454
   730426.1250         2.8011        12.1955
   730426.2500         2.6892        12.1958
   730426.3750         2.7911        11.9044
   730426.5000         2.7951        11.6278
   730426.6250         2.4790        11.4946
   730426.7500         2.6126        11.4947
   730426.8750         2.6949        11.6275
   730427.0000         2.6321        11.7645
   730427.1250         2.5969        12.0489
   730427.2500         2.5812        12.1954
   730427.3750         2.5437        14.7057
   730427.5000         2.4967        13.5139
   730427.6250         2.4436        13.5134
   730427.7500         2.3474        13.3337
   730427.8750         2.2195        12.6574
   730428.0000         2.0804        12.3462
   730428.1250         1.9428        12.3455
   730428.2500         1.7817        12.0480
   730428.3750         1.6228        11.6292
   730428.5000         1.5321        11.3617
   730428.6250         1.5753        11.2346
   730428.7500         1.7875        15.1505
   730428.8750         2.0076        14.7056
   730429.0000         2.1253        14.0834
   730429.1250         2.1392        13.6983
   730429.2500         2.0919        13.3321
   730429.3750         2.0490        12.9882
   730429.5000         2.0136        12.6586
   730429.6250         1.9469        12.3467
   730429.7500         1.8582        12.1942
   730429.8750         2.0762        12.0470
   730430.0000         2.9955        11.7646
   730430.1250         3.5611        12.1953
   730430.2500         4.2445        12.0480
   730430.3750         4.4548        12.1952
   730430.5000         4.1954        12.3455
   730430.6250         3.8695        12.3456
   730430.7500         3.5356        12.3460
   730430.8750         3.2214        12.3460
   730431.0000         2.9581        12.3455
   730431.1250         2.7440        12.3454
   730431.2500         2.5534        12.4992
   730431.3750         2.3789        12.3462
   730431.5000         2.2217        12.3457
   730431.6250         2.0861        12.3457
   730431.7500         1.9624        12.1952
   730431.8750         1.8365        12.0469
   730432.0000         1.6933        11.6276
   730432.1250         1.5600        11.4958
   730432.2500         1.4339        11.3616
   730432.3750         1.3200        11.2342
   730432.5000         1.2198        11.2342
   730432.6250         1.1628        11.1081
   730432.7500         1.1710        10.9896
   730432.8750         1.1987        10.7546
   730433.0000         1.2458        10.4186
   730433.1250         1.3535        10.3087
   730433.2500         1.4204        13.3335
   730433.3750         1.4892        12.9876
   730433.5000         1.5461        12.6588
   730433.6250         1.5419        12.4984
   730433.7500         1.5814        12.3456
   730433.8750         1.6757        12.0485
   730434.0000         1.5895        11.9061
   730434.1250         1.5538        11.7640
   730434.2500         1.4892        11.6283
   730434.3750         1.4461        11.4961
   730434.5000         1.4988        11.3628
   730434.6250         1.5461        11.3636
   730434.7500         1.5009        11.3640
   730434.8750         1.5047        11.3623
   730435.0000         1.5068        11.2358
   730435.1250         1.4400        11.1111
   730435.2500         1.3440        10.9914
   730435.3750         1.2040        10.8668
   730435.5000         1.0628        10.4156
   730435.6250         0.9139        10.3118
   730435.7500         0.9278        10.2081
   730435.8750         1.0024         5.3211
   730436.0000         0.8570         5.7161
   730436.1250         0.8410         5.8821
   730436.2500         0.7980         5.9187
   730436.3750         0.7233         5.7817
   730436.5000         0.5797         5.6487
   730436.6250         0.5797         3.2996
   730436.7500         0.8237         4.2211
   730436.8750         0.9550         4.8082
   730437.0000         0.7547         5.6829
   730437.1250         0.5960        13.3438
   730437.2500         0.4490        12.6814
   730437.3750         0.3899        12.5200
   730437.5000         0.5411        12.3592
   730437.6250         0.8944        12.2009
   730437.7500         0.9944        11.6302
   730437.8750         0.9625        11.6252
   730438.0000         0.9650        11.7678
   730438.1250         1.0159        12.3468
   730438.2500         1.0315        12.5003
   730438.3750         1.1356        12.3462
   730438.5000         1.2060         5.8809
   730438.6250         1.1278         6.0980
   730438.7500         1.2573         6.0972
   730438.8750         1.4697         6.3301
   730439.0000         1.4795         6.6232
   730439.1250         1.5263         6.5354
   730439.2500         1.6424         6.2898
   730439.3750         1.4870         6.2888
   730439.5000         1.3357         6.1716
   730439.6250         1.2394         6.1713
   730439.7500         1.4068         5.7480
   730439.8750         1.3535        13.5130
   730440.0000         1.2100        12.8176
   730440.1250         1.2179        12.3436
   730440.2500         1.2027        12.3487
   730440.3750         1.1669        12.1938
   730440.5000         1.1221        11.7677
   730440.6250         1.1200        11.6296
   730440.7500         1.1475        14.9277
   730440.8750         1.1614        14.4958
   730441.0000         1.4260        13.6964
   730441.1250         1.9469        13.5150
   730441.2500         2.1275        13.3344
   730441.3750         2.0470        12.9882
   730441.5000         2.1902        12.9866
   730441.6250         2.7423         8.2648
   730441.7500         2.8638         8.7718
   730441.8750         2.7814         9.5236
   730442.0000         2.7461        10.1010
   730442.1250         2.5301        10.2045
   730442.2500         2.2709        10.1013
   730442.3750         2.3100        10.5259
   730442.5000         2.7285         7.2996
   730442.6250         3.7025         8.5471
   730442.7500         4.7630         9.9009
   730442.8750         4.3231        10.1010
   730443.0000         3.6867         9.9008
   730443.1250         3.0289         9.8041
   730443.2500         2.5929        10.0003
   730443.3750         2.3238        10.1009
   730443.5000         2.0823        10.0003
   730443.6250         1.9428         9.6154
   730443.7500         2.0684         9.3455
   730443.8750         2.2314         8.1297
   730444.0000         2.2195         8.1961
   730444.1250         1.8919         8.3341
   730444.2500         1.6228         8.3343
   730444.3750         1.4599         8.1981
   730444.5000         1.2394         8.1945
   730444.6250         1.0119         8.2650
   730444.7500         1.0292         8.1938
   730444.8750         1.3182         7.8123
   730445.0000         1.3535         7.8119
   730445.1250         1.2731         7.6926
   730445.2500         1.2119         7.5742
   730445.3750         1.1300         7.5776
   730445.5000         1.1121        15.6257
   730445.6250         1.0688        15.1517
   730445.7500         0.9960        14.7032
   730445.8750         0.9724        13.8866
   730446.0000         0.9608        13.6988
   730446.1250         0.9879        13.5085
   730446.2500         1.0628        12.9857
   730446.3750         1.1278        12.5014
   730446.5000         1.0984        12.3464
   730446.6250         1.0591        12.3468
   730446.7500         1.0666        12.3430
   730446.8750         1.1398        12.9903
   730447.0000         1.2439        13.5162
   730447.1250         1.3476        11.6270
   730447.2500         1.4400        12.3457
   730447.3750         1.5404        12.5015
   730447.5000         1.6444        12.3469
   730447.6250         1.7740        12.0491
   730447.7500         1.9291        11.9057
   730447.8750         2.0349        14.7047
   730448.0000         2.0804        14.0856
   730448.1250         2.0961        13.6994
   730448.2500         2.0900        13.5127
   730448.3750         2.0607        13.3336
   730448.5000         2.0490        12.9882
   730448.6250         2.0684        13.1574
